genome,completeness,contamination
GEODES005-bin.100.fna,81.73913043478261,0.8115942028985507
GEODES005-bin.108.fna,70.22792022792024,1.0256410256410255
GEODES005-bin.10.fna,66.37931034482759,0.0
GEODES005-bin.115.fna,89.7760210803689,2.1884057971014492
GEODES005-bin.116.fna,56.77899686520376,0.0
GEODES005-bin.117.fna,89.3103448275862,1.3584117032392895
GEODES005-bin.120.fna,82.30068453844892,2.8913551401869158
GEODES005-bin.129.fna,62.55681818181818,4.4421487603305785
GEODES005-bin.13.fna,79.69755469755471,1.0810810810810811
GEODES005-bin.140.fna,90.64039408866995,6.267104542966612
GEODES005-bin.144.fna,90.51464063886425,2.0408163265306123
GEODES005-bin.148.fna,69.51423324150598,1.5869809203142535
GEODES005-bin.153.fna,83.63095238095238,2.475801068090788
GEODES005-bin.155.fna,81.09243697478992,7.6923076923076925
GEODES005-bin.159.fna,79.88505747126437,0.0676132521974307
GEODES005-bin.165.fna,100.0,0.5747126436781609
GEODES005-bin.171.fna,51.32373113854596,0.0
GEODES005-bin.19.fna,87.65432098765433,1.2820512820512822
GEODES005-bin.21.fna,94.187675070028,1.680672268907563
GEODES005-bin.23.fna,68.96551724137932,5.329153605015674
GEODES005-bin.29.fna,57.784743991640546,3.4482758620689653
GEODES005-bin.2.fna,76.06837606837607,3.276353276353276
GEODES005-bin.31.fna,55.05324074074074,0.1111111111111111
GEODES005-bin.35.fna,75.58363104659401,5.617283950617284
GEODES005-bin.37.fna,99.62406015037594,0.0
GEODES005-bin.3.fna,52.65767275571198,1.1396011396011394
GEODES005-bin.45.fna,82.46087636932708,2.787558685446009
GEODES005-bin.49.fna,87.14285714285714,2.947845804988662
GEODES005-bin.52.fna,83.79369163331427,2.7184785864031147
GEODES005-bin.53.fna,58.62068965517241,0.0
GEODES005-bin.55.fna,60.44802867383512,1.935483870967742
GEODES005-bin.56.fna,84.25725509058843,0.6734006734006733
GEODES005-bin.59.fna,72.24665349358926,6.844800348640845
GEODES005-bin.5.fna,82.95922184811073,2.037037037037037
GEODES005-bin.61.fna,75.37493158182814,3.5030103995621236
GEODES005-bin.63.fna,70.35005224660397,0.5747126436781609
GEODES005-bin.64.fna,82.48195627130698,4.585280373831775
GEODES005-bin.65.fna,96.7032967032967,0.5494505494505495
GEODES005-bin.66.fna,90.27027027027027,0.09009009009009007
GEODES005-bin.67.fna,72.97313909889974,0.0
GEODES005-bin.6.fna,79.13790296344,4.5563139931740615
GEODES005-bin.70.fna,59.50427192820702,9.648411088573361
GEODES005-bin.72.fna,69.35652906693241,7.279478698871221
GEODES005-bin.75.fna,77.48619047619047,4.38
GEODES005-bin.76.fna,61.56299840510368,0.0
GEODES005-bin.78.fna,94.56098682194299,1.9389110225763615
GEODES005-bin.82.fna,68.33855799373042,3.605015673981191
GEODES005-bin.83.fna,98.91304347826087,0.43478260869565216
GEODES005-bin.84.fna,92.0221912044342,4.336059190031152
GEODES005-bin.87.fna,52.507836990595614,1.7241379310344827
GEODES005-bin.89.fna,85.94949494949495,1.6666666666666667
GEODES005-bin.93.fna,97.78311324529813,0.6802721088435374
GEODES005-bin.97.fna,99.02597402597402,0.487012987012987
GEODES057-bin.102.fna,77.05992359829055,2.949766355140187
GEODES057-bin.109.fna,91.88666666666667,9.206666666666665
GEODES057-bin.110.fna,62.09358542691876,0.42735042735042733
GEODES057-bin.113.fna,88.84407737856014,2.727272727272727
GEODES057-bin.114.fna,67.83251231527093,0.49261083743842365
GEODES057-bin.117.fna,81.48139039186752,2.764797507788162
GEODES057-bin.121.fna,63.557644110275696,1.7543859649122806
GEODES057-bin.134.fna,99.95477159656265,0.4975124378109453
GEODES057-bin.136.fna,87.34740772655465,7.187993680884675
GEODES057-bin.141.fna,50.86206896551724,0.0
GEODES057-bin.142.fna,98.0295566502463,0.9852216748768473
GEODES057-bin.143.fna,94.35185185185185,1.6666666666666667
GEODES057-bin.144.fna,92.21611721611721,0.7359924026590694
GEODES057-bin.146.fna,71.59863945578232,0.1360544217687075
GEODES057-bin.150.fna,69.08999792631506,1.8581081081081081
GEODES057-bin.15.fna,83.32713293650794,0.07440476190476189
GEODES057-bin.22.fna,98.25944170771757,1.2315270935960592
GEODES057-bin.26.fna,87.11594202898551,2.163561076604555
GEODES057-bin.30.fna,69.3861693861694,1.452991452991453
GEODES057-bin.32.fna,92.34601449275362,3.6065102369450197
GEODES057-bin.33.fna,76.29601029601031,1.3153153153153154
GEODES057-bin.41.fna,96.92118226600985,0.41050903119868637
GEODES057-bin.42.fna,78.04075235109718,4.310344827586207
GEODES057-bin.45.fna,99.50738916256158,0.0
GEODES057-bin.46.fna,89.39563204508858,2.5181159420289854
GEODES057-bin.47.fna,58.33863275039746,0.0
GEODES057-bin.49.fna,87.14733542319749,1.5543364681295715
GEODES057-bin.51.fna,92.85539215686273,0.9299307958477508
GEODES057-bin.52.fna,89.74358974358974,1.9943019943019942
GEODES057-bin.53.fna,97.43589743589743,1.2820512820512822
GEODES057-bin.55.fna,70.1929587000677,0.7334687429474159
GEODES057-bin.56.fna,68.96551724137932,5.172413793103448
GEODES057-bin.61.fna,95.12820512820512,1.7094017094017093
GEODES057-bin.68.fna,96.12068965517241,0.43103448275862066
GEODES057-bin.6.fna,81.0982333169372,4.205607476635514
GEODES057-bin.71.fna,64.65517241379311,0.0
GEODES057-bin.76.fna,97.48858447488585,1.36986301369863
GEODES057-bin.78.fna,87.02394179894179,1.5476190476190474
GEODES057-bin.79.fna,51.724137931034484,3.4482758620689653
GEODES057-bin.80.fna,92.12962962962963,3.7037037037037037
GEODES057-bin.89.fna,88.79310344827586,0.8620689655172413
GEODES057-bin.8.fna,94.45539135194308,2.654625068418172
GEODES057-bin.90.fna,72.75862068965517,2.586206896551724
GEODES057-bin.91.fna,89.74358974358974,1.2820512820512822
GEODES057-bin.95.fna,99.81797497155858,0.4509995124329595
GEODES057-bin.96.fna,80.69631318049039,2.3389321648815318
GEODES057-bin.97.fna,62.06896551724138,0.0
GEODES057-bin.9.fna,82.05128205128206,2.849002849002849
GEODES058-bin.100.fna,98.52216748768473,1.477832512315271
GEODES058-bin.102.fna,63.019943019943014,2.1367521367521367
GEODES058-bin.105.fna,66.37931034482759,3.4482758620689653
GEODES058-bin.107.fna,87.04422590292155,3.967391304347826
GEODES058-bin.10.fna,95.2991452991453,3.4188034188034186
GEODES058-bin.111.fna,64.65517241379311,1.7241379310344827
GEODES058-bin.113.fna,55.485893416927894,6.896551724137931
GEODES058-bin.118.fna,73.33937198067632,0.7900563607085346
GEODES058-bin.11.fna,91.83285849952516,1.2820512820512822
GEODES058-bin.121.fna,60.81504702194358,2.586206896551724
GEODES058-bin.128.fna,98.63013698630137,0.684931506849315
GEODES058-bin.12.fna,86.52666666666667,9.673333333333334
GEODES058-bin.130.fna,96.10052910052909,1.0317460317460316
GEODES058-bin.132.fna,87.671279337946,0.9021842355175689
GEODES058-bin.133.fna,84.84848484848486,0.5747126436781609
GEODES058-bin.135.fna,90.8119658119658,2.1367521367521367
GEODES058-bin.137.fna,83.29773030707611,1.9359145527369823
GEODES058-bin.138.fna,70.53011544880648,2.1046643913538112
GEODES058-bin.144.fna,78.11278195488721,8.289473684210526
GEODES058-bin.150.fna,96.23152709359606,1.2315270935960592
GEODES058-bin.1.fna,75.78215398308856,1.4563862928348907
GEODES058-bin.38.fna,77.70270270270271,1.1824324324324325
GEODES058-bin.44.fna,73.12824675324674,1.6037037037037036
GEODES058-bin.47.fna,78.57710651828299,2.364864864864865
GEODES058-bin.49.fna,78.19407383806603,0.7203039193560521
GEODES058-bin.54.fna,71.55172413793103,0.0
GEODES058-bin.55.fna,99.93174061433447,0.8036730050381927
GEODES058-bin.56.fna,85.65848214285714,0.0
GEODES058-bin.63.fna,62.413793103448285,1.7241379310344827
GEODES058-bin.65.fna,99.50248756218906,0.0
GEODES058-bin.67.fna,92.94987922705313,5.51856884057971
GEODES058-bin.68.fna,95.92227695675972,0.8620689655172413
GEODES058-bin.69.fna,93.05555555555556,1.8518518518518519
GEODES058-bin.6.fna,61.206896551724135,0.8620689655172413
GEODES058-bin.70.fna,94.90989042675893,0.4397347174163783
GEODES058-bin.72.fna,71.59863945578232,0.8163265306122449
GEODES058-bin.75.fna,62.29819563152896,0.5223171889838557
GEODES058-bin.81.fna,64.65517241379311,0.0
GEODES058-bin.82.fna,85.7147737320151,1.7241379310344827
GEODES058-bin.83.fna,78.15132693393565,1.0869565217391304
GEODES058-bin.86.fna,91.66307471264368,0.0
GEODES058-bin.87.fna,98.52216748768473,0.9852216748768473
GEODES058-bin.89.fna,61.35741652983033,0.24630541871921183
GEODES058-bin.91.fna,61.083743842364534,0.0
GEODES058-bin.96.fna,76.53038847117794,1.5771028037383177
GEODES058-bin.98.fna,95.260663507109,9.260772457373209
GEODES117-bin.100.fna,86.91844553913519,0.7389162561576355
GEODES117-bin.103.fna,53.52162933684673,1.9021739130434783
GEODES117-bin.104.fna,80.31553398058253,6.094929881337648
GEODES117-bin.105.fna,68.57366771159874,2.586206896551724
GEODES117-bin.113.fna,74.75362972993305,0.1861882193635748
GEODES117-bin.116.fna,87.1584699453552,1.639344262295082
GEODES117-bin.117.fna,70.68930041152262,2.8806584362139915
GEODES117-bin.122.fna,64.54545454545455,1.2032085561497328
GEODES117-bin.124.fna,90.5982905982906,1.2820512820512822
GEODES117-bin.125.fna,58.5566534914361,0.5797101449275361
GEODES117-bin.127.fna,59.36405529953917,1.7741935483870968
GEODES117-bin.12.fna,79.48717948717949,4.778554778554779
GEODES117-bin.130.fna,51.13492063492063,2.142857142857143
GEODES117-bin.132.fna,91.86335403726707,1.7391304347826086
GEODES117-bin.135.fna,87.81117462659044,2.2988505747126435
GEODES117-bin.13.fna,54.21543969700556,3.227699530516432
GEODES117-bin.141.fna,92.31132075471699,0.5660377358490566
GEODES117-bin.142.fna,59.11680911680912,3.1623931623931623
GEODES117-bin.143.fna,80.52207341269842,0.8928571428571429
GEODES117-bin.151.fna,64.15004748338082,3.4188034188034186
GEODES117-bin.152.fna,74.78632478632478,1.9295519295519297
GEODES117-bin.153.fna,50.56818181818182,2.339572192513369
GEODES117-bin.15.fna,85.59837728194726,1.532567049808429
GEODES117-bin.165.fna,76.8625992063492,1.240079365079365
GEODES117-bin.166.fna,84.97524477080552,2.4200874957146477
GEODES117-bin.167.fna,58.777429467084644,1.7241379310344827
GEODES117-bin.173.fna,94.50549450549451,3.113553113553113
GEODES117-bin.176.fna,52.507836990595614,0.3448275862068966
GEODES117-bin.178.fna,84.61844197138315,3.7162162162162162
GEODES117-bin.181.fna,64.30041152263374,2.674897119341564
GEODES117-bin.185.fna,81.7741935483871,0.5376344086021505
GEODES117-bin.18.fna,68.69674185463658,1.5789473684210527
GEODES117-bin.192.fna,94.58128078817734,1.4230979748221126
GEODES117-bin.197.fna,76.58119658119658,2.9914529914529915
GEODES117-bin.200.fna,79.35033260721897,1.5381619937694706
GEODES117-bin.209.fna,68.73353096179183,0.5434782608695652
GEODES117-bin.26.fna,95.13061650992687,1.7241379310344827
GEODES117-bin.29.fna,94.19813902572524,2.233169129720854
GEODES117-bin.31.fna,84.60144927536233,5.084815546772068
GEODES117-bin.32.fna,65.57175925925927,0.5555555555555556
GEODES117-bin.35.fna,63.793103448275865,3.4482758620689653
GEODES117-bin.42.fna,72.66460905349794,5.435528120713306
GEODES117-bin.49.fna,55.517241379310356,1.7241379310344827
GEODES117-bin.56.fna,78.60406602254429,1.2077294685990339
GEODES117-bin.5.fna,94.52054794520548,0.5707762557077625
GEODES117-bin.63.fna,76.05927373391957,0.0
GEODES117-bin.64.fna,57.89473684210526,0.8771929824561403
GEODES117-bin.70.fna,61.40350877192982,0.0
GEODES117-bin.72.fna,67.42424242424242,2.5815217391304346
GEODES117-bin.73.fna,89.18012690648709,0.6268263847063285
GEODES117-bin.74.fna,62.407361660079054,5.117753623188405
GEODES117-bin.77.fna,92.04545454545455,9.659090909090908
GEODES117-bin.78.fna,96.05978260869566,8.32578502415459
GEODES117-bin.84.fna,94.78953567664745,2.090694935217903
GEODES117-bin.92.fna,73.4310776942356,0.5263157894736842
GEODES117-bin.95.fna,75.86206896551724,1.7241379310344827
GEODES117-bin.96.fna,77.87385716516414,0.9309821767159651
GEODES117-bin.9.fna,66.90666502705362,2.5739875389408096
GEODES118-bin.101.fna,88.5625,0.4444444444444444
GEODES118-bin.104.fna,82.55578093306289,1.1494252873563218
GEODES118-bin.10.fna,82.27852293426064,1.639344262295082
GEODES118-bin.115.fna,66.32081686429513,1.6757246376811594
GEODES118-bin.118.fna,83.93258426966293,0.5617977528089888
GEODES118-bin.127.fna,95.26055705300988,0.5823736012415257
GEODES118-bin.135.fna,59.79766803840878,4.11522633744856
GEODES118-bin.136.fna,69.71206631532718,2.679649758454106
GEODES118-bin.139.fna,61.36363636363637,0.8620689655172413
GEODES118-bin.14.fna,61.40350877192982,0.0
GEODES118-bin.153.fna,77.77982590885817,2.096774193548387
GEODES118-bin.157.fna,65.88785046728972,1.7426012461059188
GEODES118-bin.15.fna,92.17342342342343,1.8018018018018018
GEODES118-bin.162.fna,79.33834586466165,0.0
GEODES118-bin.168.fna,51.677115987460816,5.172413793103448
GEODES118-bin.16.fna,93.95604395604396,3.2967032967032965
GEODES118-bin.172.fna,68.81324404761904,1.413690476190476
GEODES118-bin.174.fna,57.05329153605016,1.7241379310344827
GEODES118-bin.177.fna,84.48275862068965,0.0
GEODES118-bin.180.fna,95.66353187042843,0.6269592476489029
GEODES118-bin.181.fna,79.58908395670571,4.1900311526479745
GEODES118-bin.186.fna,92.74677106337417,1.1755783086841105
GEODES118-bin.197.fna,90.35326086956522,3.5449604743083003
GEODES118-bin.1.fna,64.53941589811156,1.8115942028985506
GEODES118-bin.204.fna,50.10971786833855,0.0
GEODES118-bin.216.fna,84.82789855072464,6.151185770750987
GEODES118-bin.23.fna,85.30204962243798,6.674757281553398
GEODES118-bin.25.fna,83.16239316239316,2.5641025641025643
GEODES118-bin.26.fna,94.33854069803483,5.064782096584217
GEODES118-bin.27.fna,89.80295566502463,0.49261083743842365
GEODES118-bin.33.fna,52.63157894736842,2.6315789473684212
GEODES118-bin.3.fna,54.58430458430458,1.2820512820512822
GEODES118-bin.40.fna,74.44607363962203,0.5376344086021505
GEODES118-bin.42.fna,56.619661563255434,1.36986301369863
GEODES118-bin.46.fna,62.93103448275862,0.0
GEODES118-bin.49.fna,87.16089175396185,0.0
GEODES118-bin.51.fna,62.06896551724138,2.586206896551724
GEODES118-bin.53.fna,69.10317460317461,1.01010101010101
GEODES118-bin.59.fna,83.4984596908939,1.9345238095238095
