genome,completeness,contamination
GEODES057-bin.102.fna,77.05992359829055,2.949766355140187
GEODES057-bin.109.fna,91.88666666666667,9.206666666666665
GEODES057-bin.110.fna,62.09358542691876,0.42735042735042733
GEODES057-bin.113.fna,88.84407737856014,2.727272727272727
GEODES057-bin.114.fna,67.83251231527093,0.49261083743842365
GEODES057-bin.117.fna,81.48139039186752,2.764797507788162
GEODES057-bin.121.fna,63.557644110275696,1.7543859649122806
GEODES057-bin.134.fna,99.95477159656265,0.4975124378109453
GEODES057-bin.136.fna,87.34740772655465,7.187993680884675
GEODES057-bin.141.fna,50.86206896551724,0.0
GEODES057-bin.142.fna,98.0295566502463,0.9852216748768473
GEODES057-bin.143.fna,94.35185185185185,1.6666666666666667
GEODES057-bin.144.fna,92.21611721611721,0.7359924026590694
GEODES057-bin.146.fna,71.59863945578232,0.1360544217687075
GEODES057-bin.150.fna,69.08999792631506,1.8581081081081081
GEODES057-bin.15.fna,83.32713293650794,0.07440476190476189
GEODES057-bin.22.fna,98.25944170771757,1.2315270935960592
GEODES057-bin.26.fna,87.11594202898551,2.163561076604555
GEODES057-bin.30.fna,69.3861693861694,1.452991452991453
GEODES057-bin.32.fna,92.34601449275362,3.6065102369450197
GEODES057-bin.33.fna,76.29601029601031,1.3153153153153154
GEODES057-bin.41.fna,96.92118226600985,0.41050903119868637
GEODES057-bin.42.fna,78.04075235109718,4.310344827586207
GEODES057-bin.45.fna,99.50738916256158,0.0
GEODES057-bin.46.fna,89.39563204508858,2.5181159420289854
GEODES057-bin.47.fna,58.33863275039746,0.0
GEODES057-bin.49.fna,87.14733542319749,1.5543364681295715
GEODES057-bin.51.fna,92.85539215686273,0.9299307958477508
GEODES057-bin.52.fna,89.74358974358974,1.9943019943019942
GEODES057-bin.53.fna,97.43589743589743,1.2820512820512822
GEODES057-bin.55.fna,70.1929587000677,0.7334687429474159
GEODES057-bin.56.fna,68.96551724137932,5.172413793103448
GEODES057-bin.61.fna,95.12820512820512,1.7094017094017093
GEODES057-bin.68.fna,96.12068965517241,0.43103448275862066
GEODES057-bin.6.fna,81.0982333169372,4.205607476635514
GEODES057-bin.71.fna,64.65517241379311,0.0
GEODES057-bin.76.fna,97.48858447488585,1.36986301369863
GEODES057-bin.78.fna,87.02394179894179,1.5476190476190474
GEODES057-bin.79.fna,51.724137931034484,3.4482758620689653
GEODES057-bin.80.fna,92.12962962962963,3.7037037037037037
GEODES057-bin.89.fna,88.79310344827586,0.8620689655172413
GEODES057-bin.8.fna,94.45539135194308,2.654625068418172
GEODES057-bin.90.fna,72.75862068965517,2.586206896551724
GEODES057-bin.91.fna,89.74358974358974,1.2820512820512822
GEODES057-bin.95.fna,99.81797497155858,0.4509995124329595
GEODES057-bin.96.fna,80.69631318049039,2.3389321648815318
GEODES057-bin.97.fna,62.06896551724138,0.0
GEODES057-bin.9.fna,82.05128205128206,2.849002849002849
GEODES058-bin.100.fna,98.52216748768473,1.477832512315271
GEODES058-bin.102.fna,63.019943019943014,2.1367521367521367
GEODES058-bin.105.fna,66.37931034482759,3.4482758620689653
GEODES058-bin.107.fna,87.04422590292155,3.967391304347826
GEODES058-bin.10.fna,95.2991452991453,3.4188034188034186
GEODES058-bin.111.fna,64.65517241379311,1.7241379310344827
GEODES058-bin.113.fna,55.485893416927894,6.896551724137931
GEODES058-bin.118.fna,73.33937198067632,0.7900563607085346
GEODES058-bin.11.fna,91.83285849952516,1.2820512820512822
GEODES058-bin.121.fna,60.81504702194358,2.586206896551724
GEODES058-bin.128.fna,98.63013698630137,0.684931506849315
GEODES058-bin.12.fna,86.52666666666667,9.673333333333334
GEODES058-bin.130.fna,96.10052910052909,1.0317460317460316
GEODES058-bin.132.fna,87.671279337946,0.9021842355175689
GEODES058-bin.133.fna,84.84848484848486,0.5747126436781609
GEODES058-bin.135.fna,90.8119658119658,2.1367521367521367
GEODES058-bin.137.fna,83.29773030707611,1.9359145527369823
GEODES058-bin.138.fna,70.53011544880648,2.1046643913538112
GEODES058-bin.144.fna,78.11278195488721,8.289473684210526
GEODES058-bin.150.fna,96.23152709359606,1.2315270935960592
GEODES058-bin.1.fna,75.78215398308856,1.4563862928348907
GEODES058-bin.38.fna,77.70270270270271,1.1824324324324325
GEODES058-bin.44.fna,73.12824675324674,1.6037037037037036
GEODES058-bin.47.fna,78.57710651828299,2.364864864864865
GEODES058-bin.49.fna,78.19407383806603,0.7203039193560521
GEODES058-bin.54.fna,71.55172413793103,0.0
GEODES058-bin.55.fna,99.93174061433447,0.8036730050381927
GEODES058-bin.56.fna,85.65848214285714,0.0
GEODES058-bin.63.fna,62.413793103448285,1.7241379310344827
GEODES058-bin.65.fna,99.50248756218906,0.0
GEODES058-bin.67.fna,92.94987922705313,5.51856884057971
GEODES058-bin.68.fna,95.92227695675972,0.8620689655172413
GEODES058-bin.69.fna,93.05555555555556,1.8518518518518519
GEODES058-bin.6.fna,61.206896551724135,0.8620689655172413
GEODES058-bin.70.fna,94.90989042675893,0.4397347174163783
GEODES058-bin.72.fna,71.59863945578232,0.8163265306122449
GEODES058-bin.75.fna,62.29819563152896,0.5223171889838557
GEODES058-bin.81.fna,64.65517241379311,0.0
GEODES058-bin.82.fna,85.7147737320151,1.7241379310344827
GEODES058-bin.83.fna,78.15132693393565,1.0869565217391304
GEODES058-bin.86.fna,91.66307471264368,0.0
GEODES058-bin.87.fna,98.52216748768473,0.9852216748768473
GEODES058-bin.89.fna,61.35741652983033,0.24630541871921183
GEODES058-bin.91.fna,61.083743842364534,0.0
GEODES058-bin.96.fna,76.53038847117794,1.5771028037383177
GEODES058-bin.98.fna,95.260663507109,9.260772457373209
